,Unnamed: 0,Unnamed: 0.1,Community,Province,Island,Postal_Code,Locality,Locality_Website,Name,Alternative_Name_1,Alternative_Name_2,Descripci,Beach_Length_m,Beach_Width_m,Popularity,Urbanization,Sea_Promenade,Type_of_Sea_Promenade,Type_of_Sand,Condition,Nudism,Blue_Flag,Reachable_by_bus,Bus_Stop,Parking,Parking_Watched,Parking_Spaces,Toilets,Footbaths,Showers,Public_Telephones,Trashcans,Child_Zone,Sport_Zone,Yacht_Club,Surfing_Zone,Sport_Harbour,Sport_Harbour_Website,Distance_to_Harbour_km,Hospital,Phone_Number,Distance_to_Hospital_km,Ground_Type,lon,lat,bathingWaterIdentifier,quality2019,rating,google_place_id
2492,2492,2492,Illes Balears,Illes Balears,Mallorca,7014,Capdepera,http://www.ajcapdepera.net,Cala Mesquida, , ,Es una de las playas de la zona que dispone de infraestructuras y servicios y presenta un alto grado de ocupación.,300,130,High,Semi-Urban,No, ,White,Oleaje fuerte,Parcial,No,Yes,Interurbano,No,,,No,,No,No,Yes,No,No,No,No,Port de Cala Rajada,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/port-de-cala-rajada/,"8,9",Hospital de Manacor,971847000,"31,9",Sand,3.4339,39.7442,ES532M0141119,Excellent,,
2493,2493,2493,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Cala Torta, , ,"Es una de las playas de tipo familiar más conocidas de Europa, que unido a las aguas tan puras y cristalinas la convierte en un lugar muy atractivo.",130,220,Medium,Isolated,No, ,White,Oleaje moderado,Yes,No,No, ,Yes,,,No,,No,No,Yes,No,No,No,No,Port de Cala Rajada,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/port-de-cala-rajada/,"19,9",Hospital de Manacor,971847000,30,Sand / Gravel,3.4181,39.7503,ES532M0141119,Excellent,4.5,ChIJz82iO189lhIRkOIBHyEzVP8
2494,2494,2494,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Cala Mitjana, , ,Rústica cala de arena.,80,80,Medium,Isolated,No, ,White,Oleaje moderado,Yes,No,Yes,Interurbano,No,,,No,,No,No,No,No,No,No,No,Port de Cala Rajada,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/port-de-cala-rajada/,"20,2",Hospital de Manacor,971847000,"30,2",Sand / Gravel,3.4138,39.751999999999995,ES532M0141119,Excellent,,
2495,2495,2495,Illes Balears,Illes Balears,Mallorca,7055,Santa Margalida,http://www.ajsantamargalida.net,Son Serra de Marina, , ,"Playa situada a lo largo de la urbanización del mismo nombre, muy frecuentada por sus residentes, aunque bastante escasa en servicios.",450,130,High,Semi-Urban,No, ,White,Oleaje moderado,No,Yes,Yes,Interurbano,No,,,No,,No,No,Yes,No,No,No,No,Club Náutico Serranova (Son Serra de Marina),http://www.cnserranova.com/,"2,1",Hospital Comarcal D'Inca,871888500,"32,7",Sand,3.2242,39.7376,ES532M0551242,Sufficient,,
2496,2496,2496,Illes Balears,Illes Balears,Mallorca,7039,Muro,http://www.ajmuro.net,Muro, , ,"La Platja de Muro se presenta como una excelente playa de gran longitud con arena de buena calidad, servicios disponibles y poca profundidad, muy indicada para familias con niños y personas con alguna discapacidad.",4.200,70,High,Semi-Urban,No, ,White,Aguas tranquilas,No,Yes,Yes,"Interurbano, Línea Alcudia  -  Sa Pobla a 100 m",Yes,No,More than 100 places,Yes,,Yes,Yes,Yes,No,No,No,No,Club Nàutic de Ca'n Picafort,http://www.cncanpicafort.com/,"6,1",Hospital Comarcal D'Inca,871888500,"25,4",Sand,3.1392,39.7787,ES532M0391173,Poor,,
2497,2497,2497,Illes Balears,Illes Balears,Mallorca,7003,Alcúdia,http://www.alcudia.net,Alcudia, , ,"Posiblemente la playa más frecuentada de esta zona de la isla, de gran extensión, entorno agradable con vegetación de pinos, totalmente equipada y con arena y aguas de gran calidad.",3.400,80,High,Urban,Yes, ,White,Aguas tranquilas,No,No,Yes,Urbano,Yes,No,Less than 50 parking places,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Puerto Deportivo Alcudiamar (Port d'Alcudia, Mallorca)",http://www.alcudiamar.es/,"2,9",Hospital Comarcal D'Inca,871888500,"26,4",Sand,3.1254,39.8383,ES532M0031083,Sufficient,,
2498,2498,2498,Illes Balears,Illes Balears,Mallorca,7003,Alcúdia,http://www.alcudia.net,Alcanada, , ,"Pequeña playa rodeada de vegetación, muy aconsejable para fondear los barcos y para la práctica de los deportes náuticos.",700,20,Medium,Isolated,Yes,Complete,White,Oleaje moderado,No,No,Yes,Urbano,Yes,No,More than 100 places,No,,No,No,Yes,No,No,No,No,"Puerto Deportivo Alcudiamar (Port d'Alcudia, Mallorca)",http://www.alcudiamar.es/,"5,3",Hospital Comarcal D'Inca,871888500,"28,4",Sand / Pebbles,3.1656,39.8388,ES532M0031081,Excellent,,
2499,2499,2499,Illes Balears,Illes Balears,Mallorca,7003,Alcúdia,http://www.alcudia.net,Coll Baix, , ,"Playa virgen de difícil acceso a través de caminos de tierra, en una zona protegida como Área Natural de Especial Interés, pero carente de servicios e instalaciones.",220,50,Low,Isolated,No, ,Dark,Oleaje moderado,Yes,No,Yes,Interurbano,No,,,No,No,No,No,Yes,No,No,No,No,Puerto Deportivo Marina de Bonaire,http://www.marinadebonaire.com/,"6,1",Hospital Comarcal D'Inca,871888500,"31,8",Sand / Pebbles,3.1874,39.861999999999995,ES532M0031081,Excellent,4.6,ChIJhWzrtVEplhIRAhrKr4udUAQ
2500,2500,2500,Illes Balears,Illes Balears,Mallorca,7003,Alcúdia,http://www.alcudia.net,Sant Joan, , ,"Playa de arena blanca y gruesa, muy frecuentada debido al buen acceso que presenta, con servicios de playa y fuertemente explotada.",110,60,Medium,Isolated,No, ,White,Oleaje moderado,No,No,Yes,Urbano,Yes,,,Yes,Yes,No,No,Yes,No,No,No,No,Puerto Deportivo Marina de Bonaire,http://www.marinadebonaire.com/,"1,1",Hospital Comarcal D'Inca,871888500,"26,9",Sand,3.1354,39.8652,ES532M0031088,Good,,
2501,2501,2501,Illes Balears,Illes Balears,Mallorca,7003,Alcúdia,http://www.alcudia.net,Sant Pere, , ,"Playa muy frecuentada por los residentes de urbanizaciones cercanas, con los servicios más elementales de una playa.",110,140,High,Semi-Urban,Yes, ,White,Oleaje moderado,No,No,Yes,Urbano,No,,,Yes,,Yes,No,Yes,No,No,No,No,Puerto Deportivo Marina de Bonaire,http://www.marinadebonaire.com/,"0,7",Hospital Comarcal D'Inca,871888500,"26,6",Sand,3.1378,39.8644,ES532M0031087,Excellent,,
2502,2502,2502,Illes Balears,Illes Balears,Mallorca,7003,Alcúdia,http://www.alcudia.net,Sa Marina d'Alcudia, , ,"Playa de arena negra, muy cercana a la carretera, que carece de atractivo para los visitantes.",400,30,Low,Isolated,No, ,Dark,Oleaje moderado,No,No,Yes,"Interurbano, Línea Alcudia  -  Port de Pollença a 50 m",No,,,No,No,No,Yes,Yes,No,No,No,No,Puerto Es Barcarès (Alcúdia), ,"4,3",Hospital Comarcal D'Inca,871888500,"24,9",Sand,3.1,39.859,ES532M0031079,Excellent,,
2503,2503,2503,Illes Balears,Illes Balears,Mallorca,7003,Alcúdia,http://www.alcudia.net,Cap des Bou, , ,"Esta playa, aunque dispone de arena y entorno de baja calidad, es frecuentada por personas que practican deportes náuticos como windsurf y kitesurf.",2.400,10,Low,Isolated,No, ,Dark,Oleaje moderado,No,No,Yes,"Interurbano, Línea Alcudia  -  Port de Pollença a 25 m",No,,,No,No,No,Yes,No,No,No,No,Yes,Puerto Es Barcarès (Alcúdia), ,5,Hospital Comarcal D'Inca,871888500,"25,6",Sand,3.0885,39.8681,ES532M0031079,Excellent,,
2504,2504,2504,Illes Balears,Illes Balears,Mallorca,7042,Pollença,http://www.ajpollenca.net,Platja d'Albercuix,Albercutx, ,"Playa de arena ubicada en la Bahía de Pollença, con un alto grado de ocupación y totalmente equipada, incluso con acceso para discapacitados.",1.450,20,High,Urban,Yes, ,White,Aguas tranquilas,No,No,Yes,"Interurbano, Líneas 340, 352, 353, 354, 355, 445, 446, 447, 448, 449 y 458",Yes,No,Less than 50 parking places,No,,Yes,Yes,Yes,No,No,Yes,No,Reial Club Nàutic Port de Pollença (Mallorca),http://www.rcnpp.net,"2,8",Hospital Comarcal D'Inca,871888500,"31,2",Sand,3.0855,39.909,ES532M0421192,Excellent,4.6,ChIJw2Ik7C3VlxIRR4Qvods4EsM
2505,2505,2505,Illes Balears,Illes Balears,Mallorca,7042,Pollença,http://www.ajpollenca.net,Port de Pollença,Platja de Llenaire,Platja dels Tamarells,"Es la playa por excelencia en la zona de la bahía, que dispone de cualquier equipamiento, servicio o actividad que pueda necesitar el turista.",2.400,40,High,Urban,Yes, ,White,Oleaje moderado,No,No,Yes,"Interurbano, Líneas 340, 352, 353, 354, 355, 445, 446, 447, 448, 449 y 458",Yes,No,Between 50 and 100 parking places,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Reial Club Nàutic Port de Pollença (Mallorca),http://www.rcnpp.net,"1,1",Hospital Comarcal D'Inca,871888500,30,Sand,3.0793,39.8855,ES532M0421198,Excellent,,
2506,2506,2506,Illes Balears,Illes Balears,Mallorca,7042,Pollença,http://www.ajpollenca.net,Cala Formentor,Cala Pi de la Posada, ,"Playa muy visitada por el turismo que acude a esta isla, completamente equipada, tanto para bañistas como para barcos que fondean en ella.",840,8,High,Isolated,No, ,White,Aguas tranquilas,No,Yes,Yes,Interurbano,Yes,Yes,Between 50 and 100 parking places,Yes,,Yes,Yes,Yes,No,No,No,Yes,Reial Club Nàutic Port de Pollença (Mallorca),http://www.rcnpp.net,11,Hospital Comarcal D'Inca,871888500,"39,3",Sand,3.1394,39.9279,ES532M0421189,Excellent,4.5,ChIJE77HSYkqlhIRSjUfQ8XdcCI
2507,2507,2507,Illes Balears,Illes Balears,Mallorca,7042,Pollença,http://www.ajpollenca.net,Cala Sant Vicens,Cala Molins,Cala Barques,"Cala Sant Vicens es el conjunto de tres pequeñas calas rústicas, Cala Molins, la más frecuentada por bañistas por ser de arena fina, Cala Carbó, de grava y piedras y Cala Clara, dominada por un hotel a pie de playa.",175,40,High,Urban,No, ,White,Oleaje moderado,No,Yes,Yes,"Interurbano Líneas 340, 354 y 355",Yes,No,More than 100 places,Yes,,Yes,No,No,No,No,No,No,Reial Club Nàutic Port de Pollença (Mallorca),http://www.rcnpp.net,"8,8",Hospital Comarcal D'Inca,871888500,"30,2",Sand,3.0547,39.9215,ES532M0421194,Good,,
2508,2508,2508,Illes Balears,Illes Balears,Mallorca,7019,Escorca,http://www.ajescorca.net,Racó de Mortix, , ,"Forma parte del conjunto de calas ubicadas al norte de la isla, formadas por altos acantilados inaccesibles desde tierra, no aptas para el baño.",100,5,Low,Isolated,No, , ,Oleaje fuerte,No,No,No, ,No,,,No,No,No,No,No,No,No,No,No, , ,, , ,,Rock,2.8355,39.8625,ES532M0611253,Excellent,,
2509,2509,2509,Illes Balears,Illes Balears,Mallorca,7019,Escorca,http://www.ajescorca.net,Cala Codolar, , ,"Forma parte del conjunto de calas ubicadas al norte de la isla, formadas por altos acantilados inaccesibles desde tierra, no aptas para el baño.",200,3,Low,Isolated,No, , ,Oleaje fuerte,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No, , ,, , ,,Rock,2.8256,39.8571,ES532M0611253,Excellent,,
2510,2510,2510,Illes Balears,Illes Balears,Mallorca,7019,Escorca,http://www.ajescorca.net,Cala Capellans, , ,"Forma parte del conjunto de calas ubicadas al norte de la isla, formadas por altos acantilados inaccesibles desde tierra, no aptas para el baño.",150,27,Low,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No, , ,, , ,,Rock,2.8145,39.858000000000004,ES532M0611253,Excellent,0.0,ChIJpWQNGy_clxIRBrop7wRorms
2511,2511,2511,Illes Balears,Illes Balears,Mallorca,7019,Escorca,http://www.ajescorca.net,Cala Teix, , ,"Forma parte del conjunto de calas ubicadas al norte de la isla, formadas por altos acantilados inaccesibles desde tierra, no aptas para el baño.",175,5,Low,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No, , ,, , ,,Rock,2.8098,39.858000000000004,ES532M0611253,Excellent,,
2512,2512,2512,Illes Balears,Illes Balears,Mallorca,7018,Deyá,http://www.ajdeia.net,Cala Deià, , ,"Playa de grava y rocas ubicada junto al pueblo típico mallorquín de Deiá, muy apreciada por el turismo.",40,15,Medium,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano. Línea 210 hasta Deià,Yes,No,Between 50 and 100 parking places,No,,No,No,Yes,No,No,No,No, , ,,Hospital Universitario Son Espases,871205000,"26,6",Rock / Gravel,2.6414,39.7601,ES532M0611256,Excellent,4.4,ChIJHZU3aL_vlxIRwBMgNm7YVmY
2513,2513,2513,Illes Balears,Illes Balears,Mallorca,7063,Valldemossa,http://www.valldemossa.es,Caló de S'Estaca, , ,"Esta playa dispone de accesos de tipo privado, por lo que presenta una bajo grado de ocupación.",30,8,Low,Isolated,No, , ,Oleaje moderado,No,No,No, ,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital Universitario Son Espases,871205000,"21,6",Pebbles / Gravel,2.6064,39.7366,ES532M0611256,Excellent,4.6,ChIJK1Cq5MXxlxIR15IdxLg2qnw
2514,2514,2514,Illes Balears,Illes Balears,Mallorca,7063,Valldemossa,http://www.valldemossa.es,Sa Font Figuera, , ,Playa aislada carente de servicios y muy poco frecuentada por turistas y visitantes.,40,10,Low,Isolated,No, , ,Oleaje moderado,No,No,No, ,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital Universitario Son Espases,871205000,"19,4",Pebbles / Gravel,2.5979,39.7282,ES532M0611256,Excellent,0.0,ChIJu_BWEL3xlxIRQZ6xeqIMmaw
2515,2515,2515,Illes Balears,Illes Balears,Mallorca,7063,Valldemossa,http://www.valldemossa.es,Port de Valldemossa,Sa Marina, ,"Playa de bolos ubicada en el litoral del espacio protegido de la Serra de Tramuntana, al pie de un pequeño núcleo urbano de pescadores.",90,15,Medium,Semi-Urban,No, , ,Oleaje moderado,No,No,No, ,Yes,No,Less than 50 parking places,No,,No,Yes,No,No,No,No,No, , ,,Hospital Universitario Son Espases,871205000,"20,4",Pebbles / Gravel,2.5883,39.7182,ES532M0611256,Excellent,,
2516,2516,2516,Illes Balears,Illes Balears,Mallorca,7007,Banyalbufar,http://www.ajbanyalbufar.net,Punta Galera, , ,Es otra de las playas pertenecientes al espacio protegido como Área Natural de Especial Interés de la Serra de Tramuntana.,50,15,Medium,Isolated,No, , ,Oleaje fuerte,No,No,No, ,No,,,No,,No,No,No,No,No,No,No, , ,,Hospital Universitario Son Espases,871205000,"18,6",Gravel,2.5201,39.6939,ES532M0401174,Excellent,,
2517,2517,2517,Illes Balears,Illes Balears,Mallorca,7007,Banyalbufar,http://www.ajbanyalbufar.net,Cala Banyalbufar, , ,"Esta cala se encuentra al pie de un gran desmonte del terreno que constituye la única atracción que presenta la playa, su entorno.",100,15,Medium,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano. Línea 200 hasta Banyalbufar,No,,,No,,No,No,No,No,No,No,No,Club Nàutic Sóller,http://www.clubnauticsoller.es,"36,7",Hospital Universitario Son Espases,871205000,"20,3",Pebbles,2.516,39.6905,ES532M0401174,Excellent,4.4,ChIJA3Idmz70lxIRDttOROZ_HZE
2518,2518,2518,Illes Balears,Illes Balears,Mallorca,7021,Estellencs,http://www.ajestellencs.net,Cala Ca's Xirimié, , ,"Se trata de un gran acantilado sin accesos por tierra, incluido dentro del espacio protegido de la Serra de Tramuntana, pero sin interés para el turismo de playa.",40,5,Low,Isolated,No, , ,Oleaje moderado,No,No,No, ,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital Universitario Son Espases,871205000,"30,2",Pebbles / Rock / Gravel,2.4518,39.6493,ES532M0051093,Excellent,,
2519,2519,2519,Illes Balears,Illes Balears,Mallorca,7021,Estellencs,http://www.ajestellencs.net,Cala de son Pruaga, , ,"Playa de difícil acceso, más frecuentada por barcos que fondean en la zona que por bañistas.",60,15,Low,Isolated,No, , ,Oleaje moderado,No,No,No, ,No,,,No,No,No,No,No,No,No,No,No, , ,,Hospital Universitario Son Espases,871205000,"30,8",Gravel,2.4449,39.646,ES532M0051093,Excellent,3.0,ChIJOSvf4cMfmBIRa65hnGBO_3I
2520,2520,2520,Illes Balears,Illes Balears,Mallorca,7033,Manacor,http://www.manacor.org,Cala Anguila, , ,"Vecina de Cala Mandia, a unos 300 metros al norte de ésta, situada también en la Urbanización Porto Cristo Novo.",50,100,High,Urban,No, ,White,Oleaje moderado,No,No,Yes,Interurbano,Yes,,,Yes,,Yes,Yes,Yes,No,No,No,No,Club Náutico Porto Cristo,http://www.cnportocristo.com,"5,56",Hospital de Manacor,971847000,"15,2",Sand / Gravel,3.3177,39.5229,ES532M0331157,Excellent,4.6,ChIJUWbaPyBElhIRcDmtoEd91Qs
2521,2521,2521,Illes Balears,Illes Balears,Mallorca,7033,Manacor,http://www.manacor.org,Cala Moreia,S'Illot, ,"Cala Moreia pertenece al núcleo urbano de S'Illot, situada justo en el límite del término municipal lindando con el de Sant Llorenç des Cardassar, y está totalmente equipada.",350,35,High,Urban,Yes, ,Golden,Oleaje moderado,No,No,Yes,Urbano,Yes,,,Yes,,Yes,Yes,Yes,No,No,Yes,No,Club Náutico Porto Cristo,http://www.cnportocristo.com,"5,56",Hospital de Manacor,971847000,"18,6",Sand,3.3733,39.5647,ES532M0331163,Excellent,3.7,ChIJtcxgGfxAlhIRBsPtD5k08nM
2522,2522,2522,Illes Balears,Illes Balears,Mallorca,7051,Sant Llorenç des Cardassar,http://www.santllorenc.es,Cala Nau, , ,"Pequeña ensenada en la zona norte de Punta Amer, totalmente equipada y con un elevado grado de ocupación.",200,30,High,Urban,Yes, ,White,Oleaje moderado,No,No,Yes,Urbano,Yes,,,Yes,,Yes,Yes,Yes,No,No,Yes,No,Port de Cala Bona,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/cala-bona/,"4,3",Hospital de Manacor,971847000,"18,7",Sand / Gravel,3.4028,39.5823,ES532M0511224,Excellent,,
2523,2523,2523,Illes Balears,Illes Balears,Mallorca,7051,Sant Llorenç des Cardassar,http://www.santllorenc.es,Sant Llorenç, , ,Playa de gran calidad totalmente equipada con servicios e infraestructuras.,500,30,High,Urban,Yes, ,White,Oleaje moderado,No,No,Yes,Urbano,Yes,,,Yes,,Yes,Yes,Yes,No,No,Yes,No,Club Náutico Porto Cristo,http://www.cnportocristo.com,"9,8",Hospital de Manacor,971847000,"18,8",Sand,3.3938,39.5835,ES532M0511224,Excellent,,
2524,2524,2524,Illes Balears,Illes Balears,Mallorca,7062,Son Servera,http://www.ajsonservera.net,Cala Millor,Arenal de Son Servera, ,"Playa de gran calidad por su arena y sus servicios e instalaciones, ubicada entre los términos de Sant Llorenç des Cardassar y Son Servera.",1.800,35,High,Urban,Yes, ,White / Golden,Oleaje moderado,No,Yes,Yes,Urbano,No,,,Yes,,Yes,Yes,Yes,No,No,No,No,Port de Cala Bona,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/cala-bona/,"2,3",Hospital de Manacor,971847000,19,Sand / Gravel,3.3886,39.6048,ES532M0621258,Excellent,,
2525,2525,2525,Illes Balears,Illes Balears,Mallorca,7062,Son Servera,http://www.ajsonservera.net,Es Torrent d'Es Morts, , ,"Cala de cantos rodados y piedra situada al norte del término de Son Servera, en la Urbanización de los Pinos.",10,60,Low,Semi-Urban,No, , ,Oleaje moderado,No,No,Yes,Interurbano,Yes,,,No,No,No,No,No,No,No,No,No,Port de Cala Bona,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/cala-bona/,"5,7",Hospital de Manacor,971847000,"22,7",Pebbles / Rock / Gravel,3.4304,39.6332,ES532M0621261,Not classified,,
2526,2526,2526,Illes Balears,Illes Balears,Mallorca,7014,Capdepera,http://www.ajcapdepera.net,Cala Rotja, , ,Pequeña cala de carácter semiurbano con bajo grado de ocupación.,30,25,Low,Semi-Urban,No, ,White,Oleaje moderado,No,No,Yes,Interurbano,Yes,,,No,No,No,No,Yes,No,No,No,No,Port de Cala Rajada,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/port-de-cala-rajada/,13,Hospital de Manacor,971847000,"26,3",Sand / Gravel,3.4369,39.6464,ES532M0141117,Excellent,4.8,ChIJ4UjKG58VlhIRrmsgAC8QLX4
2527,2527,2527,Illes Balears,Illes Balears,Mallorca,7014,Capdepera,http://www.ajcapdepera.net,Cala Auberdans, , ,Cala ubicada a escasos metros de otra de similares características conocida como Cala Rotja.,45,25,Low,Semi-Urban,No, ,Golden,Oleaje moderado,No,No,Yes,Interurbano,Yes,,,Yes,,No,Yes,No,No,No,No,No,Port de Cala Rajada,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/port-de-cala-rajada/,"12,5",Hospital de Manacor,971847000,"26,2",Sand / Gravel,3.4365,39.6478,ES532M0141117,Excellent,,
2528,2528,2528,Illes Balears,Illes Balears,Mallorca,7014,Capdepera,http://www.ajcapdepera.net,Cala Gat, , ,"Situada al final del casco urbano de Cala Rajada, en el camino del Faro de Capdepera, con forma de hoz.",40,20,Medium,Semi-Urban,Yes, ,Golden,Oleaje moderado,No,No,Yes,Interurbano,Yes,,,Yes,,Yes,Yes,Yes,No,No,No,No,Port de Cala Rajada,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/port-de-cala-rajada/,"0,650",Hospital de Manacor,971847000,"31,2",Sand,3.47,39.713,ES532M0142224,Good,4.5,ChIJxS2DK_AWlhIRKojq9QqIeFk
2529,2529,2529,Illes Balears,Illes Balears,Mallorca,7014,Capdepera,http://www.ajcapdepera.net,Cala Moltó, , ,"Ensenada de piedra con fondos arenosos, muy apreciada para fondear barcos de recreo, que disfruta de los servicios de la playa contigua, Cala Agulla.",100,10,Low,Isolated,No, ,Golden,Aguas tranquilas,Yes,No,Yes,"Interurbano, Línea Palma de Mallorca  -  Cala Ratjada",No,,,No,No,No,No,No,No,No,No,No,Port de Cala Rajada,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/port-de-cala-rajada/,"5,6",Hospital de Manacor,971847000,"30,3",Sand / Rock / Gravel,3.4519,39.7271,ES532M0141115,Excellent,4.6,ChIJJ8Sm-qwXlhIRwtrNnYaeE50
2530,2530,2530,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Cala Estreta, , ,"Esta cala de piedra es un lugar ideal para el buceo, dada la claridad de sus aguas y riqueza de fauna marina.",40,20,Low,Isolated,No, , ,Oleaje moderado,No,No,Yes,Interurbano,Yes,,,No,No,No,No,No,No,No,No,No,Port de Cala Rajada,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/port-de-cala-rajada/,"20,4",Hospital de Manacor,971847000,"30,5",Pebbles / Rock / Gravel,3.4130000000000003,39.7544,ES532M0141119,Excellent,5.0,ChIJ_QS3Q1o9lhIR8hTSuZAYKLc
2531,2531,2531,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Cala Dèntol, , ,"Se trata de una entrada de piedra, con difícil acceso, donde la vegetación, rocas y mar conforman un fantástico paisaje.",10,5,Low,Isolated,No, , ,Oleaje moderado,Yes,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Port de Cala Rajada,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/port-de-cala-rajada/,"20,4",Hospital de Manacor,971847000,"30,5",Pebbles / Rock,3.4108,39.7569,ES532M0141119,Excellent,5.0,ChIJmxC_a1A9lhIR3PV6gKMfddc
2532,2532,2532,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Cala es Matzoc, , ,"Playa totalmente virgen de arena y piedras de color dorado, a menudo cubierta de Posidonia y rodeada de uno de los pinares mejor conservados de la zona.",80,100,Low,Isolated,No, ,Golden,Oleaje fuerte,Yes,No,Yes,Interurbano,Yes,,,No,No,No,No,No,No,No,No,No,Port de Cala Rajada,http://www.portsib.es/es/paginas/inicio/puertos-y-amarres/puertos-en-mallorca/port-de-cala-rajada/,"21,5",Hospital de Manacor,971847000,30,Sand / Pebbles / Gravel,3.404,39.7592,ES532M0141119,Excellent,,
2533,2533,2533,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Sa Font Salada, , ,"Profunda lengua de arena donde desemboca el torrente de Es Castellot, donde se llega caminando bordeando la abrupta costa.",40,30,Low,Isolated,No, ,Golden,Oleaje fuerte,Yes,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Club Nàutic Colònia de Sant Pere,http://www.cncoloniasp.com/phpcc/index.php,26,Hospital de Manacor,971847000,"32,2",Sand,3.3847,39.7636,ES532M0141119,Excellent,4.8,ChIJW2qraCw9lhIR3WPElgNEeUM
2534,2534,2534,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,S'Arenalet d'Aubarca, , ,"Playa ubicada en las proximidades de Cabo Farrutx, zona con espectaculares acantilados.",130,40,Low,Isolated,No, ,Golden,Oleaje moderado,Yes,No,Yes,Interurbano,No,,,No,No,No,No,No,No,No,No,No,Club Nàutic Colònia de Sant Pere,http://www.cncoloniasp.com/phpcc/index.php,"26,3",Hospital de Manacor,971847000,32,Sand / Gravel,3.3797,39.7652,ES532M0141119,Excellent,4.8,ChIJawcbZ9U8lhIRLPVX80xjqDo
2535,2535,2535,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Es Caló, , ,"Se trata de un sector, dentro de la bahía de Alcudia, de acantilado bajo con pequeñas ensenadas con cuevas que le dan un encanto especial, con arenas finas y blancas mezcladas con gravas de tonalidades grises.",25,6,Low,Isolated,No, ,Golden,Oleaje moderado,Yes,No,Yes,Interurbano,Yes,,,No,No,No,No,No,No,No,No,No,Club Nàutic Colònia de Sant Pere,http://www.cncoloniasp.com/phpcc/index.php,8,Hospital de Manacor,971847000,"26,3",Sand / Gravel,3.3329,39.7749,ES532M0061094,Excellent,,
2536,2536,2536,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Cala Mata, , ,"Se trata de una calita en forma de herradura, con unos 250 metros de longitud y escasa anchura.",250,8,Low,Semi-Urban,No, ,Golden,Oleaje moderado,Yes,No,Yes,Interurbano,Yes,,,No,No,No,No,No,No,No,No,No,Club Nàutic Colònia de Sant Pere,http://www.cncoloniasp.com/phpcc/index.php,"5,9",Hospital de Manacor,971847000,"26,1",Sand / Gravel,3.3203,39.7561,ES532M0061094,Excellent,4.8,ChIJUSrDQU87lhIRjBHlo311_vY
2537,2537,2537,Illes Balears,Illes Balears,Mallorca,7006,Artà,http://www.arta-web.com,Caló d'En Sureda, , ,Entrantes y salientes de rocas a modo de pequeñas ensenadas con escaso fondo y poca ocupación.,80,30,Low,Semi-Urban,No, ,Golden,Oleaje moderado,No,No,Yes,Interurbano,Yes,,,No,,No,No,No,No,No,Yes,No,Club Nàutic Colònia de Sant Pere,http://www.cncoloniasp.com/phpcc/index.php,"5,6",Hospital de Manacor,971847000,"25,8",Sand / Gravel,3.325,39.7578,ES532M0061094,Excellent,,
